,src,dst,start,finish,total_duration,total_bytes,total_packets,src_ports,dst_ports,pps,bps,bpp,num_protocols,flag_ack,flag_fin,flag_psh,flag_rst,flag_syn,attack,cluster,x,y
51844,169.54.33.166,192.168.10.50,2017-07-07 19:04:42.161,2017-07-07 19:04:48.499,6.337508000000001,42100,58,80,64993,9.151862,6642.99,725.8620689655173,2,5,4,5,3,5,1,70,8.564204608381917,-1.4027676163170766
50260,169.54.33.166,192.168.10.50,2017-07-07 19:03:43.693,2017-07-07 19:03:51.888,8.195186,42015,60,80,63409,7.321371000000001,5126.79,700.25,2,5,4,5,3,5,1,70,8.799992561331603,-1.576007319562695
50591,169.54.33.166,192.168.10.50,2017-07-07 19:03:55.693,2017-07-07 19:04:01.654,5.961392,45020,61,80,63740,10.232510000000001,7551.927,738.0327868852459,2,5,4,5,3,5,1,70,8.587728599996856,-1.4378436336466702
34534,13.59.43.55,192.168.10.50,2017-07-07 18:57:28.709,2017-07-07 18:57:37.079,8.370577,46480,60,80,50984,7.167965,5552.783,774.6666666666665,2,5,4,5,3,5,1,70,8.86872447475056,-1.801719908057212
50875,169.54.33.166,192.168.10.50,2017-07-07 19:04:07.349,2017-07-07 19:04:16.579,9.230651,46480,53,80,64024,5.74174,5035.398,876.9811320754718,2,5,4,5,3,5,1,71,9.184812715977337,-1.544579638930991
51212,169.54.33.166,192.168.10.50,2017-07-07 19:04:19.333,2017-07-07 19:04:28.451,9.117481,43475,56,80,64361,6.142047,4768.313,776.3392857142858,2,5,4,5,3,5,1,71,9.027677788679139,-1.5720981329266015
51521,169.54.33.166,192.168.10.50,2017-07-07 19:04:30.537,2017-07-07 19:04:39.589,9.051903,46480,59,80,64670,6.517966,5134.832,787.7966101694914,2,5,4,5,3,5,1,71,9.11376484090463,-1.6028821435457283
51517,169.54.33.166,192.168.10.50,2017-07-07 19:04:30.537,2017-07-07 19:04:39.627,9.090631,46480,60,80,64666,6.600202,5112.956,774.6666666666665,2,5,4,5,3,5,1,71,9.111888157585762,-1.618059020609321
50214,169.54.33.166,192.168.10.50,2017-07-07 19:03:41.740,2017-07-07 19:03:52.295,10.554932,46480,61,80,63363,5.7792888,4403.6286,761.9672131147541,2,5,4,5,3,5,1,71,9.303151587868964,-1.748388820803677
47459,162.242.240.67,192.168.10.50,2017-07-07 19:02:13.022,2017-07-07 19:02:22.178,9.156692,56615,68,80,60865,7.4262630000000005,6182.91,832.5735294117646,2,5,5,5,3,5,1,72,9.703404751475901,-1.8654040486745043
39414,146.20.128.223,192.168.10.50,2017-07-07 18:58:50.898,2017-07-07 18:58:58.454,7.556453,56615,67,80,55209,8.866594000000001,7492.272,845.0,2,5,5,5,3,5,1,72,9.421515674392394,-1.8431375202493347
44780,151.101.192.194,192.168.10.50,2017-07-07 19:01:38.866,2017-07-07 19:01:47.575,8.708922,53695,63,80,59906,7.233961,6165.516,852.3015873015872,2,5,5,5,3,5,1,72,9.557021774710702,-1.7849131167063317
39702,146.20.128.223,192.168.10.50,2017-07-07 18:59:01.461,2017-07-07 18:59:11.295,9.834457,52235,69,80,55497,7.016147,5311.427,757.0289855072464,2,5,5,5,3,5,1,72,9.580216400787455,-2.003075790594953
39382,146.20.128.223,192.168.10.50,2017-07-07 18:58:49.789,2017-07-07 18:58:56.366,6.577682000000001,59450,71,80,55177,10.794080000000001,9038.138,837.3239436619717,2,5,5,5,3,5,1,72,9.355993725534931,-1.8329642257727659
37296,146.20.128.189,192.168.10.50,2017-07-07 18:57:34.508,2017-07-07 18:57:40.988,6.479891,46460,53,80,53142,8.17915,7169.874,876.6037735849058,2,4,4,4,3,4,1,73,7.6087418078302855,-1.1035684545946858
49972,169.54.33.166,192.168.10.50,2017-07-07 19:03:33.615,2017-07-07 19:03:41.783,8.167864999999999,42080,55,80,63121,6.733706,5151.897,765.0909090909091,2,4,4,4,3,4,1,73,7.764448952097666,-1.0738959381169737
42708,151.101.192.194,192.168.10.50,2017-07-07 19:00:24.413,2017-07-07 19:00:34.762,10.34855,46460,53,80,57834,5.1214905,4489.5179,876.6037735849058,2,4,4,4,3,4,1,73,8.215673117497623,-1.2789400007689122
47384,162.242.240.67,192.168.10.50,2017-07-07 19:02:09.568,2017-07-07 19:02:18.186,8.617583,45000,53,80,60790,6.150216,5221.8820000000005,849.0566037735849,2,4,4,4,3,4,1,73,7.9378288059267,-1.1157541296972864
41116,146.20.128.223,192.168.10.50,2017-07-07 18:59:52.444,2017-07-07 19:00:00.322,7.8778,45000,54,80,56911,6.854706,5712.255,833.3333333333335,2,4,4,4,3,4,1,73,7.782237679558317,-1.1465285270543975
37536,146.20.128.189,192.168.10.50,2017-07-07 18:57:43.868,2017-07-07 18:57:54.153,10.284963000000001,34865,43,80,53382,4.1808609,3389.9004,810.8139534883722,2,4,3,4,3,4,1,74,7.493228114649453,-1.1495524895483968
37829,146.20.128.189,192.168.10.50,2017-07-07 18:57:54.758,2017-07-07 18:58:04.511,9.753619,34865,52,80,53675,5.331354,3574.571,670.4807692307693,2,4,3,4,3,4,1,74,7.337228701768528,-1.2347749531685934
47696,162.242.240.67,192.168.10.50,2017-07-07 19:02:21.178,2017-07-07 19:02:29.747,8.569747,34865,49,80,61102,5.717788,4068.381,711.5306122448981,2,4,3,4,3,4,1,74,7.26506536163771,-0.9932907469927135
48678,162.242.240.67,192.168.10.50,2017-07-07 19:02:56.193,2017-07-07 19:03:08.333,12.139804,29025,48,80,62084,3.9539352999999995,2390.8953,604.6875,2,4,3,4,3,4,1,74,7.560874341660373,-1.2035531285376282
37533,146.20.128.189,192.168.10.50,2017-07-07 18:57:43.867,2017-07-07 18:57:54.619,10.751657000000002,29025,49,80,53379,4.5574371,2699.5839,592.3469387755102,2,4,3,4,3,4,1,74,7.264892065156548,-1.27209996258627
34170,13.59.43.55,192.168.10.50,2017-07-07 18:57:16.555,2017-07-07 18:57:29.109,12.55408,46460,53,80,50620,4.221735099999999,3700.7889,876.6037735849058,2,4,4,4,4,4,1,75,8.871828636629195,-1.7293300109814849
37578,146.20.128.189,192.168.10.50,2017-07-07 18:57:45.586,2017-07-07 18:57:54.973,9.387172999999999,46460,53,80,53424,5.646001999999999,4949.307,876.6037735849058,2,4,4,4,4,4,1,75,8.44262810725425,-1.4747580027441256
48719,162.242.240.67,192.168.10.50,2017-07-07 19:02:57.412,2017-07-07 19:03:08.669,11.257228999999999,46460,57,80,62125,5.063413,4127.1258,815.0877192982457,2,4,4,4,4,4,1,75,8.765420094925156,-1.505411265096827
37259,146.20.128.189,192.168.10.50,2017-07-07 18:57:33.524,2017-07-07 18:57:45.448,11.924031,49210,55,80,53105,4.6125340999999995,4126.9601,894.7272727272727,2,4,4,4,4,4,1,75,8.8946829760054,-1.6749619843427308
34158,13.59.43.55,192.168.10.50,2017-07-07 18:57:16.487,2017-07-07 18:57:29.787,13.300517000000001,46460,52,80,50608,3.9096225,3493.0973,893.4615384615386,2,4,4,4,4,4,1,75,8.989582435126012,-1.763715558820138
50923,169.54.33.166,192.168.10.50,2017-07-07 19:04:07.724,2017-07-07 19:04:14.320,6.595714,45020,58,80,64072,8.793589,6825.645,776.2068965517243,2,5,4,5,4,5,1,76,9.115030257439809,-1.6216884946570271
51241,169.54.33.166,192.168.10.50,2017-07-07 19:04:19.552,2017-07-07 19:04:26.734,7.181788,47855,57,80,64390,7.936742,6663.382,839.561403508772,2,5,4,5,4,5,1,76,9.32021745947107,-1.6436817768762528
51228,169.54.33.166,192.168.10.50,2017-07-07 19:04:19.505,2017-07-07 19:04:28.105,8.600168,46480,57,80,64377,6.627778,5404.545999999999,815.438596491228,2,5,4,5,4,5,1,76,9.47204649263052,-1.7366621951145624
50913,169.54.33.166,192.168.10.50,2017-07-07 19:04:07.677,2017-07-07 19:04:15.595,7.917913,46480,55,80,64062,6.946275,5870.234,845.0909090909091,2,5,4,5,4,5,1,76,9.387428225971602,-1.6701514045733592
50922,169.54.33.166,192.168.10.50,2017-07-07 19:04:07.708,2017-07-07 19:04:14.303,6.594866000000001,44935,59,80,64071,8.946353,6813.634,761.6101694915254,2,5,4,5,4,5,1,76,9.10419824688128,-1.6341572769447852
38475,146.20.128.189,192.168.10.50,2017-07-07 18:58:17.820,2017-07-07 18:58:29.514,11.694282000000001,58075,68,80,54321,5.814807599999999,4966.1022,854.0441176470587,2,5,5,5,4,5,1,77,10.46791798415656,-2.3297689355922064
50563,169.54.33.166,192.168.10.50,2017-07-07 19:03:55.364,2017-07-07 19:04:06.223,10.858226,58075,65,80,63712,5.9862449,5348.4796,893.4615384615386,2,5,5,5,4,5,1,77,10.464861436238786,-2.0787351347418928
48087,162.242.240.67,192.168.10.50,2017-07-07 19:02:35.257,2017-07-07 19:02:44.778,9.520713,56615,60,80,61493,6.302049,5946.508000000001,943.5833333333335,2,5,5,5,4,5,1,77,10.236732152494483,-1.9594010284248111
50596,169.54.33.166,192.168.10.50,2017-07-07 19:03:57.302,2017-07-07 19:04:07.088,9.785639999999999,49230,68,80,63745,6.948958,5030.840999999999,723.9705882352941,2,5,5,5,4,5,1,77,9.963656763319525,-2.027328890783137
51822,169.54.33.166,192.168.10.50,2017-07-07 19:04:41.989,2017-07-07 19:04:49.379,7.389419999999999,58075,63,80,64971,8.525703,7859.21,921.8253968253968,2,5,5,5,4,5,1,77,9.992534390817207,-1.8028359439731085
49362,162.242.240.67,192.168.10.50,2017-07-07 19:03:21.459,2017-07-07 19:03:35.327,13.868008999999999,58075,67,80,62768,4.831263099999999,4187.6956,866.7910447761194,2,5,5,5,5,5,1,78,11.285844249238188,-2.501328743634451
49048,162.242.240.67,192.168.10.50,2017-07-07 19:03:09.443,2017-07-07 19:03:22.069,12.625492,56615,75,80,62454,5.940362599999999,4484.1817,754.8666666666667,2,5,5,5,5,5,1,78,11.000157565524857,-2.515168786032405
48721,162.242.240.67,192.168.10.50,2017-07-07 19:02:57.427,2017-07-07 19:03:11.342,13.915003,58075,64,80,62127,4.5993522,4173.5528,907.421875,2,5,5,5,5,5,1,78,11.309275384145101,-2.4768478442742503
50927,169.54.33.166,192.168.10.50,2017-07-07 19:04:09.333,2017-07-07 19:04:19.946,10.612755,56530,71,80,64076,6.690063,5326.6093,796.1971830985915,2,5,5,5,5,5,1,78,10.745508512977784,-2.310836971956437
49379,162.242.240.67,192.168.10.50,2017-07-07 19:03:21.522,2017-07-07 19:03:32.368,10.846805,56615,69,80,62785,6.361320200000001,5219.5093,820.5072463768116,2,5,5,5,5,5,1,78,10.781990648151778,-2.32471944366551
47529,162.242.240.67,192.168.10.50,2017-07-07 19:03:33.676,2017-07-07 19:03:36.274,2.5979900000000002,60,25,80,60935,9.622824000000001,23.09478,2.4,2,3,0,3,1,3,1,79,2.164306641219077,0.4991548944436777
46706,162.242.240.67,192.168.10.50,2017-07-07 19:03:04.597,2017-07-07 19:03:07.781,3.183973,60,24,80,60112,7.537752,18.844379999999997,2.5,2,3,0,3,1,3,1,79,2.239093061402733,0.45263111443575177
43018,151.101.192.194,192.168.10.50,2017-07-07 19:01:53.128,2017-07-07 19:01:57.872,4.74392,60,25,80,58144,5.269903,12.64777,2.4,2,3,0,3,1,3,1,79,2.446075411072486,0.3122210385333908
38542,146.20.128.189,192.168.10.50,2017-07-07 18:59:32.528,2017-07-07 18:59:36.478,3.9499660000000003,60,25,80,54388,6.329168,15.19,2.4,2,3,0,3,1,3,1,79,2.2931585118869866,0.3004868503271143
38201,146.20.128.189,192.168.10.50,2017-07-07 18:59:19.496,2017-07-07 18:59:23.341,3.8444010000000004,60,26,80,54047,6.763082000000001,15.60711,2.3076923076923075,2,3,0,3,1,3,1,79,2.275989101417956,0.2959953420703363
32617,13.58.146.190,192.168.10.50,2017-07-07 17:55:34.002,2017-07-07 17:55:34.003,0.000877,0,4,80,43214,4561.0,0.0,0.0,1,1,0,0,1,1,1,80,-0.782237086709944,2.801527923588363
29254,13.58.146.190,192.168.10.50,2017-07-07 17:54:28.323,2017-07-07 17:54:28.323,0.0007469999999999999,0,4,445,40492,5355.0,0.0,0.0,1,1,0,0,1,1,1,80,-0.8260664512271434,2.8256475140725352
23144,107.22.224.100,192.168.10.50,2017-07-07 18:23:38.273,2017-07-07 18:23:38.274,0.000713,0,3,445,36114,4208.0,0.0,0.0,1,1,0,0,1,1,1,80,-0.8524769576639997,2.645639438136707
32647,13.58.146.190,192.168.10.50,2017-07-07 17:54:23.049,2017-07-07 17:54:23.050,0.0007610000000000001,0,4,80,47980,5256.0,0.0,0.0,1,1,0,0,1,1,1,80,-0.7457546362462308,2.949668510843208
17598,104.97.137.26,192.168.10.50,2017-07-07 17:51:52.290,2017-07-07 17:51:52.291,0.00047000000000000004,0,3,445,34025,6383.0,0.0,0.0,1,1,0,0,1,1,1,80,-0.9111389437205495,2.8221738810238715
46555,162.242.240.67,192.168.10.50,2017-07-07 17:55:39.262,2017-07-07 17:55:39.263,0.0013039999999999998,0,4,60690,22,3067.0,0.0,0.0,1,1,0,0,1,1,1,81,-1.609146924027582,0.7229711685551786
42336,151.101.192.194,192.168.10.50,2017-07-07 17:54:34.909,2017-07-07 17:54:34.910,0.00047699999999999994,0,4,58228,139,8386.0,0.0,0.0,1,1,0,0,1,1,1,81,-1.6827186840492125,1.2918263877594967
29353,13.58.146.190,192.168.10.50,2017-07-07 18:22:15.969,2017-07-07 18:22:15.970,0.000607,0,3,46785,21,4942.0,0.0,0.0,1,1,0,0,1,1,1,81,-1.5482260163039259,1.1873514543540575
49844,169.54.33.166,192.168.10.50,2017-07-07 18:09:11.460,2017-07-07 18:09:11.460,0.000442,0,3,64318,22,6787.0,0.0,0.0,1,1,0,0,1,1,1,81,-1.6996026836604696,1.0187748056162989
29351,13.58.146.190,192.168.10.50,2017-07-07 17:54:42.778,2017-07-07 17:54:42.779,0.000737,0,4,46764,21,5427.0,0.0,0.0,1,1,0,0,1,1,1,81,-1.5547807694639955,1.2294008373873149
23158,192.168.10.12,192.168.10.25,2017-07-03 14:43:54.790,2017-07-03 14:43:54.835,0.04503,2387,78,62912,139,1732.0,53009.0,30.602564102564106,6,1,1,1,0,1,0,82,-2.522043291837314,-4.449465322612763
23160,192.168.10.12,192.168.10.25,2017-07-03 14:49:54.843,2017-07-03 14:49:54.890,0.047345,2387,78,63908,139,1647.5,50417.0,30.602564102564106,6,1,1,1,0,1,0,82,-2.526856281711584,-4.480537447442536
23151,192.168.10.12,192.168.10.25,2017-07-03 14:22:54.455,2017-07-03 14:22:54.502,0.047579,2387,78,59361,139,1639.4,50169.0,30.602564102564106,6,1,1,1,0,1,0,82,-2.4956358790095696,-4.391303184375088
23145,192.168.10.12,192.168.10.25,2017-07-03 14:04:54.413,2017-07-03 14:04:54.462,0.048819,2387,78,56535,139,1597.7,48895.0,30.602564102564106,6,1,1,1,0,1,0,82,-2.4753587379205886,-4.340742046781804
23106,192.168.10.12,192.168.10.25,2017-07-03 12:04:16.142,2017-07-03 12:04:16.190,0.047542,2301,78,49165,139,1640.7,48399.0,29.5,6,1,1,1,0,1,0,82,-2.428993252261069,-4.19036642139805
72951,192.168.10.25,192.168.10.50,2017-07-07 19:07:22.197,2017-07-07 19:07:22.274,0.076141,2503,82,53641,139,1076.9,32873.0,30.52439024390244,6,1,1,1,0,1,1,83,-2.0750749301054747,-3.8456878092492373
72942,192.168.10.25,192.168.10.50,2017-07-07 18:49:22.239,2017-07-07 18:49:22.319,0.080037,2503,82,53608,139,1024.5,31273.0,30.52439024390244,6,1,1,1,0,1,1,83,-2.0732646787795086,-3.852184203246874
72958,192.168.10.25,192.168.10.50,2017-07-07 19:25:22.159,2017-07-07 19:25:22.238,0.078239,2503,82,53734,139,1048.1,31992.0,30.52439024390244,6,1,1,1,0,1,1,83,-2.0748445160407676,-3.851464853574103
72961,192.168.10.25,192.168.10.50,2017-07-07 19:31:22.147,2017-07-07 19:31:22.224,0.076409,2503,82,53751,139,1073.2,32758.0,30.52439024390244,6,1,1,1,0,1,1,83,-2.075714515756795,-3.848379537670307
72949,192.168.10.25,192.168.10.50,2017-07-07 19:01:22.211,2017-07-07 19:01:22.289,0.07832,2503,82,53635,139,1047.0,31959.0,30.52439024390244,6,1,1,1,0,1,1,83,-2.0741358281172717,-3.849647849445092
29887,192.168.10.15,192.168.10.3,2017-07-03 12:21:14.342,2017-07-03 12:21:14.343,0.001259,3166,19,88,49421,15091.0,2514694.0,166.6315789473684,2,1,1,1,1,1,0,84,-0.7838970922134724,5.14550326106146
44728,192.168.10.3,192.168.10.50,2017-07-03 12:47:38.493,2017-07-03 12:47:38.495,0.0012929999999999999,3229,19,88,50678,14695.0,2497293.0,169.94736842105263,2,1,1,1,1,1,0,84,-0.7590305313745684,5.109759774271368
44720,192.168.10.3,192.168.10.50,2017-07-03 12:46:07.737,2017-07-03 12:46:07.739,0.001292,3229,19,88,50634,14706.0,2499226.0,169.94736842105263,2,1,1,1,1,1,0,84,-0.7598135854366029,5.1122585346092855
29890,192.168.10.15,192.168.10.3,2017-07-03 12:21:19.261,2017-07-03 12:21:19.263,0.001231,3135,19,88,49428,15435.0,2546710.0,165.0,2,1,1,1,1,1,0,84,-0.7941179939124835,5.2145085810485945
44743,192.168.10.3,192.168.10.50,2017-07-03 14:02:54.793,2017-07-03 14:02:54.795,0.001199,3229,19,88,50764,15847.0,2693078.0,169.94736842105263,2,1,1,1,1,1,0,84,-0.7928162888012403,5.4432212725527105
